business_name,address,city,category,rating,review_text,review_length,review_words
Ambi Military Hotel,"Ambi Military Hotel, 1677, ground floor, 22nd cross road, 27th main road, 2nd sector,Hsr layout, bengaluru -560102","HSR,Bangalore",restaurant,2.0,Bad experience; staff seemed rushed and inattentive.,52,7
Sanky'S Burger House,"Sanky's Burger House, No. 50, Hennur Main Road, Kacharakanahalli,Bangalore  84","Kammanahalli/Kalyan Nagar,Bangalore",restaurant,4.4,Good experience overall. Worth a repeat visit.,46,7
Kabab Central,"KABAB CENTRAL, WG72+M45, BEML Layout 7th Stage, BEML Layout, Mailasandra, Bengaluru, Karnataka 560059, India","Rajarajeshwari Nagar,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Sampoorna,"Sampoorna, Hotel Crystal Castle, 294/10, 24th Main, 5th Phase, JP Nagar","JP Nagar,Bangalore",restaurant,1.0,Worst experience. Would not recommend to anyone.,48,7
Mukund Cake Shop,"Mukund Cake Shop, C/5,DHANLAXMI FLAT,NR.BALOLNAGAR CHAR RASTA,OPP.DEVHOME FLATE,RANIP,382480","Naranpura,Ahmedabad",restaurant,5.0,"Perfect meal, delicious and served quickly. Loved it!",53,8
Shivi Samosa Point,"SHIVI SAMOSA POINT, #81, ground floor 4th criss, akashvani layout dasarahalli , Hebbala , B.B.M.P North, Karnataka - 560024","Nagavara & Hennur,Bangalore",restaurant,3.7,Good experience overall. Worth a repeat visit.,46,7
Khichdi Etc.,"Khichdi Etc., Khichdi etc ,Shop no. 8 , siddhi shops, HJ house, Besides Rambaugh police station , maninagar, Ahmedabad","Maninagar,Ahmedabad",restaurant,4.6,Top-notch food and service. Best place in town.,47,8
Pot Dum Biryani,"Pot Dum Biryani, NO.428, K.NO 94/1 KONAPPANA AGRAHARA, NEAR INFOSYS GATE 06, ELECTRONIC CITY POST, B.B.M.P South (Karnataka) - 560100","Electronic City,Bangalore",restaurant,5.0,"Perfect meal, delicious and served quickly. Loved it!",53,8
Meats And Treats,"MEATS AND TREATS, 54/1 SB Arcade, Kaggadasapura Main Rd, near SCT College, Kondappa Layout, Vignan Nagar, New Tippasandra, Bengaluru, Karnataka 560075, India","CV Raman Nagar,Bangalore",restaurant,4.0,Nice place with tasty food. Slight issues with timing.,54,9
Sizzling Pizza,"Sizzling Pizza, Panchdeep, Opposite Falguni Gruh Udyog, Vastrapur, Ahmedabad","Vastrapur,Ahmedabad",restaurant,5.0,Top-notch food and service. Best place in town.,47,8
Atm-Anytime Maggi,"ATM-Anytime Maggi, No 31, F4, AMS Arcade, Thiruchiswamy Main Road, Kenchena Halli Rd, Remco Bhel Layout, Pattanagere, RR Nagar, Bengaluru, Karnataka 560098, India","Rajarajeshwari Nagar,Bangalore",restaurant,1.0,Terrible experience — won't visit again.,40,6
Feeding Folks,"Feeding Folks, Sy. No. 84/4, of Doddathogur Village, Begur Hobli, Bangalore South Taluk, Bangalore - 560100","Electronic City,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Rangoli Icecream,"Rangoli Icecream, 2 aaradhya complex gala gymkhana road opp kavisha celebration road south bopal ahmedabad","Bopal,Ahmedabad",restaurant,2.0,Service was unhelpful and waited too long.,42,7
Burger Emperor,"Burger emperor, 273, 3rd Cross Rd, near to SSB International School, Motappapalya, Indiranagar, Bengaluru, Karnataka 560038, India","Indiranagar,Bangalore",restaurant,1.0,Extremely disappointed. Food was cold and poor quality.,55,8
New Freeze Land,"New Freeze Land, 002, Elanza Vertex, Behind Armieda, Sindhubhavan, Bodakdev, Vastrapur, Ahmedabad","Vastrapur,Ahmedabad",restaurant,4.1,Nice place with tasty food. Slight issues with timing.,54,9
Uttara Karnataka Food Stores,"UTTARA KARNATAKA FOOD STORES, NO 09/3, YELLENAHALLI VILLAGE, OPP CANARA BANK, DLF AKSHAY NAGAR, BANGALORE 560068","Arekere,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
R.J Ka Chinese Chatkara,"R.j ka chinese chatkara, D-4 ami akhandanand co oph soc vibhag 2 amraiwadi ahmedabad","Maninagar,Ahmedabad",restaurant,1.0,Worst experience. Would not recommend to anyone.,48,7
Guru Sandwich Fries Corner,"GURU SANDWICH FRIES CORNER, #4 18TH CROSS 100 FEET ROAD MTS LAYOUT OPP TO BETHESDA SCHOOL KENGERI UPANAGAR RR NAGAR BANGALORE 560060","Rajarajeshwari Nagar,Bangalore",restaurant,3.0,"Neutral feelings. Some dishes were good, some not.",50,8
Punjabi Rasoi Ghar,"PUNJABI RASOI GHAR, No. 9,Near hanuman wood industry,3rd cross,Angammanpalya road,HSR Layout,bangalore -560102","HSR,Bangalore",restaurant,5.0,"Perfect meal, delicious and served quickly. Loved it!",53,8
Jd Restaurant,"JD Restaurant, NO.10/1, CAUVERY MAIN ROAD, UDAYA  NAGAR, DOORAVANINAGAR POST,  BRNGALURU , K R Puram, B.B.M.P East,  Karnataka-560016","Mahadevpura,Bangalore",restaurant,3.0,It was fine; price felt slightly high for the portion.,54,10
New Darbar Family Restaurant,"New darbar family restaurant, MD Israil alam No 1010  6th cross Hegde Nagar opp bharath petrol bank Bangalore","Geddalahalli,Bangalore",restaurant,2.0,Bad experience; staff seemed rushed and inattentive.,52,7
Shetty'S Lunch Home,"Shetty's Lunch Home, 17, Dinnur Main Road, RT Nagar, Bangalore","R.T. Nagar,Bangalore",restaurant,3.4,Decent place but nothing special. Could improve.,48,7
Siddeshwara Hotel,"SIDDESHWARA HOTEL, NO 2/126 SIT LAYOUT BHRAMADEVARA GUTTE KODIGEHALLI BANGALORE YESHWANTHPURA","Yeshwanthpur,Bangalore",restaurant,2.0,Bad experience; staff seemed rushed and inattentive.,52,7
Cake Express,"Cake Express , 1st floor, no 9 3rd cross  mangamanapalya hsr layout  bangalore 560102","HSR,Bangalore",restaurant,3.8,Tasty dishes and pleasant ambience. Minor delays though.,56,8
New Roll Centre,"New Roll Centre, 68/3, 6th Main Rd, New Akash Nagar, Stage 3, Indiranagar, Bengaluru, Karnataka 560038, India","Indiranagar,Bangalore",restaurant,5.0,Top-notch food and service. Best place in town.,47,8
Namaste Kolkata Kati Rolls,"NAMASTE KOLKATA KATI ROLLS, SRI KALA COMPLEX NO 2073 24TH MAIN 1ST SECTOR HSR LAYOUT BTM BANGALORE","BTM,Bangalore",restaurant,3.0,"Food was okay, average experience.",34,5
Itminaan Biryani - Dum Pukht,"Itminaan Biryani - Dum Pukht, 17/B/5 and 17/B/6, Yelahanka, Opposite Rail Wheel Factory, Doddaballapura Road","Yelahanka,Bangalore",restaurant,3.7,Very good food and good service. Would recommend.,49,8
The Kb Fish And Chicken,"The Kb Fish And Chicken, Under Satadhar To Sola Bridge Flyover, Sola, Ahmedabad,Science City,Ahmedabad","Ghatlodia,Ahmedabad",restaurant,5.0,Top-notch food and service. Best place in town.,47,8
Big Mishra Pedha Hima Enterprises,"Big Mishra Pedha Hima enterprises, RMPJ+5C2, Kammasandra, Electronic City, Bengaluru, Karnataka 560100, India","Electronic City,Bangalore",restaurant,3.0,Decent place but nothing special. Could improve.,48,7
9D Foods,"9D Foods, #8 KRTI SGR Dental College Road Munnekollal , Marathalli (56037)","Kadubeesanahalli,Bangalore",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
The Food Yogis,"The Food Yogis, 144/A, 5th A Main Rd, 6th cross, Bovi Colony, Thyagaraja Nagar, next to Vallalu Dharmika Kendra, Basavanagudi, Bengaluru, Karnataka 560085","Banashankari,Bangalore",restaurant,3.0,"Food was okay, average experience.",34,5
Flourish Lounge & Cafe,"Flourish Lounge & Cafe, 164 Bhartinagar Co op Housing Society Shah Alam Roar Kankaria Ahmedabad 380008","Maninagar,Ahmedabad",restaurant,3.0,Quality is inconsistent — had better visits before.,51,8
Bobs Burger,"BOBS BURGER, NO 186  OPPOSITE TO INDANE GAS  GROUND FLOOR 3RD CROSS RD  TAVAREKERE CASHIER LAYOUT 1ST  STAGE BTM LAYOUT 1  BENGALURU  INDIA BTM Layout  B B M P South  Karnataka  560029","BTM,Bangalore",restaurant,4.0,Nice place with tasty food. Slight issues with timing.,54,9
Baba Ganoush,"Baba Ganoush, KORMANGALA, 6th block, 80ft main road Shop no 2, NA chambers 2 , 478, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India","Koramangala,Bangalore",restaurant,4.0,Very good food and good service. Would recommend.,49,8
Jagali Thindi,"Jagali Thindi, #17 , 100 feet ring road , Kathreguppe circle , 3rd phase 6th block , BSK 3rd stage , Bangalore 560085","Banashankari,Bangalore",restaurant,4.1,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Dilli Wale Parathe,"Dilli Wale Parathe, Near, Plot No: 4 Cafe Coffee Day, New BEL Rd, Devasandra Layout, Bengaluru, Karnataka 560094","Sanjay Nagar, New BEL Road,Bangalore",restaurant,4.0,Good experience overall. Worth a repeat visit.,46,7
Chinese Ching'S,"CHINESE CHING'S, NO 55/1 SHIRIDI SAI LAYOUT NEAR SAI  BABA TEMPLE ROAD MUNEKOLALU  MARATHALLI , Mahadevapura , B.B.M.P  East, Karnataka-560037","Kadubeesanahalli,Bangalore",restaurant,5.0,Amazing food and great service! Highly recommended.,51,7
Dalma,"Dalma, 93, Opposite Anand Sweets, Koramangala 6th Block, Bangalore","Koramangala,Bangalore",restaurant,4.1,Nice place with tasty food. Slight issues with timing.,54,9
Hungry Chang,"HUNGRY CHANG, 2nd & 3rd floor, Municipal No: #193, M H Chandrappa, near Gowri Apartments, New Bel Road, Mathikere, Bengaluru-560054","Sanjay Nagar, New BEL Road,Bangalore",restaurant,3.6,Very good food and good service. Would recommend.,49,8
Saahib Cafe,"Saahib Cafe, XPQG+2PH, KIADB Export Promotion Industrial Area, Krishnarajapura, Bengaluru, Karnataka 560066, India","Whitefield,Bangalore",restaurant,4.0,Enjoyed the meal — service could be a bit faster.,49,10
Nayana Celebration Restaurant A/C,"NAYANA CELEBRATION RESTAURANT A/C, NO 4/3,1ST CRSS BHUVANAPPA LAYOUT OPP FORUM MALL HOSUR MAIN ROAD BANGALORE,BTM LAYOUT B.B.M.P SOUTH KARNATAKA","BTM,Bangalore",restaurant,2.0,Disappointed with the food quality and slow service.,52,8
Pastas By Pizza Hut,"Pastas By Pizza Hut, Unit # GF05, Ground Floor,Nagavara Village,Thanisandra Main Raod, Bengaluru 560077","Nagavara & Hennur,Bangalore",restaurant,4.1,Nice place with tasty food. Slight issues with timing.,54,9
Kebarbiq - Grill Your Hunger,"Kebarbiq - Grill your Hunger, No.445, FFK Tower, 17th Cross Road, 4th sector, hsr layout","HSR,Bangalore",restaurant,4.1,Nice place with tasty food. Slight issues with timing.,54,9
Imperio Restaurant,"IMPERIO RESTAURANT, 1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore 560078","Arekere,Bangalore",restaurant,3.4,It was fine; price felt slightly high for the portion.,54,10
#Shawarma,"#Shawarma, F-105, Shivalik Plaza, IIM road, Panjarapole Cross Rd, Ambawadi, Ahmedabad, Gujarat 380051","Navrangpura,Ahmedabad",restaurant,3.9,Good experience overall. Worth a repeat visit.,46,7
The Mylapore Cafe,"The Mylapore Cafe, The Mylapore Cafe No.13, 4th Cross, 14th Main Road (Next to Arogya Ahara) HSR Layout Sector 5 Bangalore - 560034","Koramangala,Bangalore",restaurant,4.3,Enjoyed the meal — service could be a bit faster.,49,10
Gillys Briyani,"GILLYS BRIYANI, #10 NAGASHEEYHALLI MAIN ROAD HEBBALA BANGALORE 560094","Sanjay Nagar, New BEL Road,Bangalore",restaurant,2.1,"Below expectations, probably won't return soon.",47,6
Ruchi'S Kitchen,"Ruchi'S Kitchen, GF, Iscon Emporio, Near Jodhpur Cross Road, Satellite, Ahmedabad - 380016","Vastrapur,Ahmedabad",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
Garden City Hotel,"Garden city hotel, 9 1ST MAIN ROAD LAKKASANDRA LAYOUT Wilson garden","Koramangala,Bangalore",restaurant,3.0,"Food was okay, average experience.",34,5
Zesty Eats,"Zesty Eats, #138/1, near Govt. high school, Punappa Layout, Hennur Gardens,Kalyan Nagar Post, Bengaluru, Karnataka, India","Geddalahalli,Bangalore",restaurant,4.0,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Eggers Cafe,"Eggers Cafe, Shop No. 28, Ground floor, Indraprastha Complex, Near Himalaya Mall, Drive In Road, Gurukul, Ahmedabad","Vastrapur,Ahmedabad",restaurant,3.9,Enjoyed the meal — service could be a bit faster.,49,10
Jay Nilkanth Food,"Jay Nilkanth Food, 7 & 8, Ajay Centre, Pallavi Row house,Opposite Memnagar Fire Station, Vijay Cross Road, Navrangpura, Ahmedabad","Navrangpura,Ahmedabad",restaurant,3.8,Very good food and good service. Would recommend.,49,8
Mallu House,"Mallu House, 1/120, 14th Main Road, 5th Sector, HSR Layout, HSR, Bangalore - 560102","HSR,Bangalore",restaurant,3.0,It was fine; price felt slightly high for the portion.,54,10
Chef'S Special,"Chef's Special, #13,GROUND FLOOR, 3rd Cross Rd, Tavarekere, Cashier Layout, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029, India","BTM,Bangalore",restaurant,5.0,"Perfect meal, delicious and served quickly. Loved it!",53,8
Banarasi Ghaat Lassi,"Banarasi Ghaat Lassi, House 18, 10 Main Road, HAL 3 Stage, Jeevan Bhima Nagar, Bangalore 560075","Indiranagar,Bangalore",restaurant,5.0,Top-notch food and service. Best place in town.,47,8
Octa Food,"OCTA FOOD, NO.66/6, 6TH CROSS, K R LAYOUT, NEAR SIDDALINGESWARA THEATRE, PUTTENAHALLI, JP NAGAR 6TH PHASE, BANGALORE., B.B.M.P South, Karnataka-560076","JP Nagar,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Jalaram Farsan House,"Jalaram Farsan House, Shop-8 Virat Apartment, Opposite Satadhar Char Rasta, Brts Bus Stand, Ghatlodiya, Ahmedabad-380061","Ghatlodia,Ahmedabad",restaurant,4.0,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Yummy Foods,"yummy foods, 1528, Channasandra Main Rd, beside Global School, Vijayanagara, Whitefield, Bengaluru, Karnataka 560067, India","Whitefield,Bangalore",restaurant,3.0,"Neutral feelings. Some dishes were good, some not.",50,8
Marwar'S,"Marwar's, S R Venture, No.2 MIG, Uma Raise, 1s Floor, 1s Stage, Yalahanka New Town, Above, Ujivan Small Bank, Bangalore -560064","Yelahanka,Bangalore",restaurant,4.0,Enjoyed the meal — service could be a bit faster.,49,10
Cakezone,"CakeZone, SHOP NO 2, AGON SPORTS CONPLEX, KOTHANUR POST, NEXT TO BANK OF INDIA, BENGALURU, Yelahanka , B.B.M.P North, Karnataka, 560077","Geddalahalli,Bangalore",restaurant,4.2,Very good food and good service. Would recommend.,49,8
Chai Nashta,"Chai Nashta, Pick up : Rajwadi 596, 60 Feet Rd, AECS Layout - C Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037, India","Marathahalli,Bangalore",restaurant,4.1,Enjoyed the meal — service could be a bit faster.,49,10
Bib - English Breakfast In The Box,"BIB - English Breakfast in The Box,  #9, Chamundeshwari Layout,  Arekere, Bengaluru, Karnataka 560076","Arekere,Bangalore",restaurant,4.1,Good experience overall. Worth a repeat visit.,46,7
Taco Bell,"Taco Bell, Ahmedabad One Mall, Unit no restaurent 7, 3rd floor, Plot No-216, T.P Scheme-1, near Vastrapur Lake, Vastrapur, Ahmedabad, Gujarat 380054","Vastrapur,Ahmedabad",restaurant,3.7,Good experience overall. Worth a repeat visit.,46,7
Kouzina Kafe - The Food Court,"Kouzina Kafe - The Food Court, #4/1, Janakiram Complex, 2nd Floor, Opp Jal Vayu Vihar, 3rd Block, HRBR Layout, CMR Road, Bangalore 560043","Kammanahalli/Kalyan Nagar,Bangalore",restaurant,3.0,It was fine; price felt slightly high for the portion.,54,10
Smoodies & Juices: Yours Fruitfully,"Smoodies & Juices: Yours Fruitfully, """"""108,Swarnim - The Business Hub,Visat Tapovan Highway,Near Mc Donalds,Motera, Ahmedabad Municipal Corporation, Gujarat-380015 """"""","Chandkheda,Ahmedabad",restaurant,3.0,It was fine; price felt slightly high for the portion.,54,10
Gauri Tiffin Service,"Gauri Tiffin Service, 7, 24th Main Rd, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India","HSR,Bangalore",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
Shanmukha Restaurant,"Shanmukha Restaurant, Sky-wards Sun Park, 15, Neeladri Rd, opposite Wipro Gate, Karuna Nagar, Electronics City Phase 1, Bengaluru, Karnataka 560100","Electronic City,Bangalore",restaurant,4.2,Enjoyed the meal — service could be a bit faster.,49,10
Yellow Taxi,"Yellow Taxi, A-58. Celebration City Center, Gala Gymkhana Road, Next to Reliance Trends, South Bopal, Ahmedabad.","Bopal,Ahmedabad",restaurant,4.4,Enjoyed the meal — service could be a bit faster.,49,10
Budget Combo,"BUDGET COMBO, NO 55/1 SHIRIDI SAI LAYOUT NEAR SAI  BABA TEMPLE ROAD MUNEKOLALU  MARATHALLI , Mahadevapura , B.B.M.P  East, Karnataka-560037","Kadubeesanahalli,Bangalore",restaurant,1.0,Very bad food and rude staff. Avoid this place.,47,9
Hokart - Tasty Samosa Center,"Hokart - Tasty Samosa Center, 3, Panathur Main Rd, Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103, India","Kadubeesanahalli,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Appu Juiice,"APPU JUIICE, NO 23 BDA LAYOYT 4TH STAGE OPPP SURAKSHA APARTMENT NEAR SAI RAM HOSPITAL HULIMAVU","BTM,Bangalore",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
Juice My Day,"Juice My Day, 126 3, Gandhi Complex, Pathik Gali, Block C, Gandhi Nivas, Maninagar char rasta, Maninagar (South Zone), Ahemdabad Municipal Corporation, Ahemdabad, Gujrat - 380008","Maninagar,Ahmedabad",restaurant,4.0,Enjoyed the meal — service could be a bit faster.,49,10
Green Pepper,"Green Pepper, 1650,10th main.Jeevan bhima nagar.HAL3rd stage.indiranagar.bangalore 560075.","Indiranagar,Bangalore",restaurant,4.1,Enjoyed the meal — service could be a bit faster.,49,10
Samosazz The Fun Triangle,"Samosazz The Fun Triangle, GF 4, SARTHI AVENUE, RAMDEVNAGAR POLICE CHOWKI, NR AKSHAT AVENUE, SATELLITE","Vastrapur,Ahmedabad",restaurant,5.0,Amazing food and great service! Highly recommended.,51,7
Ghar Ka Nasta,"GHAR KA NASTA, NO 103/77 SRINIVASA REDDY BUILDING  NEAR INFOSYS GATE NO 06 KONAPPANA  AGRAHARA ELECTRONIC CITY , Konappana  Agrahara , Bangalore South, Bangalore  Urban, Karnataka-560100","Electronic City,Bangalore",restaurant,3.0,"Neutral feelings. Some dishes were good, some not.",50,8
Mr Sendy,"Mr sendy, C 187 rajeshvari so, uma bhavani road, tragad road nr railway station, Chandkheda, Ahmedabad, Gujarat 382424, India","GOTA,Ahmedabad",restaurant,2.0,"Below expectations, probably won't return soon.",47,6
Dhanush Miltry Hotel,"DHANUSH MILTRY HOTEL, 16, Magadi Main Rd, Sannakki Bayalu, Vinayaka Nagar, Kamakshipalya, Bengaluru, Karnataka 560079, India","Basaveshwaranagar,Bangalore",restaurant,4.0,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Pr Kolkata Kitchen,"PR KOLKATA KITCHEN, 665 , SHOP NO 1 ,CHOWDESHWARI LAYOUT, TULSI THEATER ROAD MARATHAHALLI ,  B.B.M.P East, Karnataka- 560037","Kadubeesanahalli,Bangalore",restaurant,5.0,"Perfect meal, delicious and served quickly. Loved it!",53,8
Jeet Punjabi Tadka,"Jeet Punjabi Tadka,  58, 6th cross, 2nd main, MSR nagar, Mathikere, Bengaluru - 560054","Sanjay Nagar, New BEL Road,Bangalore",restaurant,3.7,Good experience overall. Worth a repeat visit.,46,7
The Poems Cafe And Restaurant,"The Poems Cafe And Restaurant, NO 12 1ST A MAIN ROAD MAHALAKSHMI LAYOUT   560086","Basaveshwaranagar,Bangalore",restaurant,3.0,It was fine; price felt slightly high for the portion.,54,10
Andhra Speciality Restaurant,"Andhra speciality Restaurant, KIADB 255/A Near Narayana Hrudalaya Hospital, KIADB, Electronic City, Bommasandra, Karnataka 560099, India","Electronic City,Bangalore",restaurant,4.0,Nice place with tasty food. Slight issues with timing.,54,9
Chicago Pizza,"Chicago pizza, Shop .No:3,Corporate house,Near Pakwan Cross road,Jughes Banglow Road,Bodakdev  380054","Vastrapur,Ahmedabad",restaurant,4.6,Amazing food and great service! Highly recommended.,51,7
